method_name,build_id,test_scenario,count_tc,count_commits,apfd,time
Filo-Priori_RandomFixed,S2SD32.21-85-3-2-1,industry_randomfixed_277builds,9,63,0.75,0.0
Filo-Priori_RandomFixed,S3RO32.16,industry_randomfixed_277builds,15,37,0.6333333333333334,0.0
Filo-Priori_RandomFixed,S3RW32.138-29-5,industry_randomfixed_277builds,107,240,0.45155502392344504,0.0
Filo-Priori_RandomFixed,S3RYA32.16,industry_randomfixed_277builds,10,40,0.6625,0.0
Filo-Priori_RandomFixed,S3RYA32.35,industry_randomfixed_277builds,5,181,0.75,0.0
Filo-Priori_RandomFixed,S3RYA32.49-7,industry_randomfixed_277builds,12,6,0.6250000000000001,0.0
Filo-Priori_RandomFixed,S3RYA32.49-8,industry_randomfixed_277builds,12,7,0.7656250000000001,0.0
Filo-Priori_RandomFixed,S3SG32.39-90-1,industry_randomfixed_277builds,31,136,0.6328125,0.0
Filo-Priori_RandomFixed,T1RD33.116-13,industry_randomfixed_277builds,37,4,0.8108108108108109,0.0
Filo-Priori_RandomFixed,T1RD33.116-15,industry_randomfixed_277builds,11,9,0.5681818181818181,0.0
Filo-Priori_RandomFixed,T1RG33.135-109-1,industry_randomfixed_277builds,25,6,0.52,0.0
Filo-Priori_RandomFixed,T1RG33.135-56,industry_randomfixed_277builds,18,12,0.7437499999999999,0.0
Filo-Priori_RandomFixed,T1RG33.135-89,industry_randomfixed_277builds,9,2,0.9090909090909091,0.0
Filo-Priori_RandomFixed,T1RM33.1-110-4,industry_randomfixed_277builds,19,63,0.868421052631579,0.0
Filo-Priori_RandomFixed,T1RM33.1-54,industry_randomfixed_277builds,25,100,0.9423076923076923,0.0
Filo-Priori_RandomFixed,T1RM33.1-89,industry_randomfixed_277builds,25,2,0.9615384615384615,0.0
Filo-Priori_RandomFixed,T1RM33.1-92,industry_randomfixed_277builds,7,2,0.625,0.0
Filo-Priori_RandomFixed,T1SJC33.51-6,industry_randomfixed_277builds,8,6,0.53125,0.0
Filo-Priori_RandomFixed,T1SQ33.15-11-77,industry_randomfixed_277builds,26,5,0.9310344827586207,0.0
Filo-Priori_RandomFixed,T1SQ33.15-11-80,industry_randomfixed_277builds,10,8,0.5750000000000001,0.0
Filo-Priori_RandomFixed,T1SQ33.15-11-85,industry_randomfixed_277builds,46,5,0.6875,0.0
Filo-Priori_RandomFixed,T1SSM33.1-100,industry_randomfixed_277builds,2,2,0.75,0.0
Filo-Priori_RandomFixed,T1SSM33.1-49,industry_randomfixed_277builds,7,10,0.9285714285714286,0.0
Filo-Priori_RandomFixed,T1SU33.1-124-4,industry_randomfixed_277builds,25,8,0.45999999999999996,0.0
Filo-Priori_RandomFixed,T1TGN33.60-23,industry_randomfixed_277builds,1,4,1.0,0.0
Filo-Priori_RandomFixed,T1TH33.75-12-6,industry_randomfixed_277builds,9,20,0.4444444444444444,0.0
Filo-Priori_RandomFixed,T1TH33.75-2,industry_randomfixed_277builds,41,10,0.6773255813953489,0.0
Filo-Priori_RandomFixed,T1TH33.75-3,industry_randomfixed_277builds,6,21,0.9166666666666666,0.0
Filo-Priori_RandomFixed,T1TR33.4-30-75,industry_randomfixed_277builds,14,2,0.6428571428571429,0.0
Filo-Priori_RandomFixed,T1TR33.43-20-24,industry_randomfixed_277builds,3,46,0.6666666666666666,0.0
Filo-Priori_RandomFixed,T1TR33.43-40,industry_randomfixed_277builds,49,78,0.9225,0.0
Filo-Priori_RandomFixed,T1TZ33.3-50,industry_randomfixed_277builds,15,10,0.7333333333333334,0.0
Filo-Priori_RandomFixed,T1TZ33.3-52,industry_randomfixed_277builds,22,31,0.8446969696969697,0.0
Filo-Priori_RandomFixed,T1TZ33.3-60,industry_randomfixed_277builds,1,17,1.0,0.0
Filo-Priori_RandomFixed,T1TZ33.3-62-29,industry_randomfixed_277builds,16,2,0.815,0.0
Filo-Priori_RandomFixed,T2RK33.71,industry_randomfixed_277builds,20,12,0.8937499999999999,0.0
Filo-Priori_RandomFixed,T2SA33.9,industry_randomfixed_277builds,6,67,0.7083333333333334,0.0
Filo-Priori_RandomFixed,T2SD33.21,industry_randomfixed_277builds,5,48,0.8,0.0
Filo-Priori_RandomFixed,T2SD33.26,industry_randomfixed_277builds,30,21,0.76010101010101,0.0
Filo-Priori_RandomFixed,T2SD33.27,industry_randomfixed_277builds,41,61,0.973404255319149,0.0
Filo-Priori_RandomFixed,T2SE33.73-8,industry_randomfixed_277builds,1,8,1.0,0.0
Filo-Priori_RandomFixed,T2SR33.35,industry_randomfixed_277builds,11,12,0.9615384615384616,0.0
Filo-Priori_RandomFixed,T2SR33.54,industry_randomfixed_277builds,6,12,0.9166666666666666,0.0
Filo-Priori_RandomFixed,T2ST33.105-15,industry_randomfixed_277builds,45,4,0.9888888888888888,0.0
Filo-Priori_RandomFixed,T2ST33.92,industry_randomfixed_277builds,27,61,0.39285714285714285,0.0
Filo-Priori_RandomFixed,T2SV33.40,industry_randomfixed_277builds,15,57,0.5166666666666667,0.0
Filo-Priori_RandomFixed,T2SV33.42,industry_randomfixed_277builds,8,4,0.5,0.0
Filo-Priori_RandomFixed,T2TT33.60-3,industry_randomfixed_277builds,103,14,0.9182692307692307,0.0
Filo-Priori_RandomFixed,T2TT33.60-5,industry_randomfixed_277builds,9,14,0.9500000000000001,0.0
Filo-Priori_RandomFixed,T2TT33.60-7,industry_randomfixed_277builds,11,4,0.7727272727272727,0.0
Filo-Priori_RandomFixed,T2TV33.10,industry_randomfixed_277builds,68,116,0.8676470588235294,0.0
Filo-Priori_RandomFixed,T2TV33.11,industry_randomfixed_277builds,24,273,0.7864583333333333,0.0
Filo-Priori_RandomFixed,T2TV33.12,industry_randomfixed_277builds,65,2,0.7840909090909091,0.0
Filo-Priori_RandomFixed,T2TV33.13,industry_randomfixed_277builds,86,67,0.7201704545454545,0.0
Filo-Priori_RandomFixed,T2TV33.14,industry_randomfixed_277builds,57,71,0.8508771929824561,0.0
Filo-Priori_RandomFixed,T2TV33.31,industry_randomfixed_277builds,28,11,0.5089285714285714,0.0
Filo-Priori_RandomFixed,T2TV33.32,industry_randomfixed_277builds,9,50,0.5277777777777778,0.0
Filo-Priori_RandomFixed,T2TV33.33,industry_randomfixed_277builds,14,74,0.7666666666666667,0.0
Filo-Priori_RandomFixed,T2TV33.34,industry_randomfixed_277builds,15,79,0.578125,0.0
Filo-Priori_RandomFixed,T2TV33.35,industry_randomfixed_277builds,2,60,0.5,0.0
Filo-Priori_RandomFixed,T2TV33.45-10-20,industry_randomfixed_277builds,21,8,0.9318181818181818,0.0
Filo-Priori_RandomFixed,T2TV33.45-10-4,industry_randomfixed_277builds,10,20,0.875,0.0
Filo-Priori_RandomFixed,T2TV33.45-10-5,industry_randomfixed_277builds,3,12,0.6666666666666666,0.0
Filo-Priori_RandomFixed,T2TV33.45-110,industry_randomfixed_277builds,8,3,0.9375,0.0
Filo-Priori_RandomFixed,T2TV33.45-31,industry_randomfixed_277builds,15,16,0.453125,0.0
Filo-Priori_RandomFixed,T2TV33.45-5,industry_randomfixed_277builds,13,34,0.3461538461538461,0.0
Filo-Priori_RandomFixed,T2TV33.45-74,industry_randomfixed_277builds,4,13,0.875,0.0
Filo-Priori_RandomFixed,T2TV33.45-8,industry_randomfixed_277builds,43,13,0.7875,0.0
Filo-Priori_RandomFixed,T2TV33.45-9,industry_randomfixed_277builds,48,85,0.8258928571428571,0.0
Filo-Priori_RandomFixed,T2TV33.7,industry_randomfixed_277builds,8,71,0.609375,0.0
Filo-Priori_RandomFixed,T2TV33.8,industry_randomfixed_277builds,6,78,0.6666666666666666,0.0
Filo-Priori_RandomFixed,T2TZ33.10,industry_randomfixed_277builds,44,72,0.7272727272727274,0.0
Filo-Priori_RandomFixed,T2TZ33.18-16-17,industry_randomfixed_277builds,2,2,0.75,0.0
Filo-Priori_RandomFixed,T2TZ33.18-59,industry_randomfixed_277builds,12,10,0.9230769230769231,0.0
Filo-Priori_RandomFixed,T3SG33.102,industry_randomfixed_277builds,18,51,0.6944444444444444,0.0
Filo-Priori_RandomFixed,T3SG33.92,industry_randomfixed_277builds,6,24,0.6249999999999999,0.0
Filo-Priori_RandomFixed,T3SL33.16,industry_randomfixed_277builds,49,291,0.89,0.0
Filo-Priori_RandomFixed,T3SL33.16-11,industry_randomfixed_277builds,15,6,0.5833333333333334,0.0
Filo-Priori_RandomFixed,T3SL33.16-9,industry_randomfixed_277builds,68,6,0.7784810126582279,0.0
Filo-Priori_RandomFixed,T3SL33.5,industry_randomfixed_277builds,24,60,0.875,0.0
Filo-Priori_RandomFixed,T3SL33.8,industry_randomfixed_277builds,9,20,0.5972222222222222,0.0
Filo-Priori_RandomFixed,T3TB33.2-24,industry_randomfixed_277builds,4,7,0.625,0.0
Filo-Priori_RandomFixed,T3TB33.2-5,industry_randomfixed_277builds,17,2,0.9411764705882353,0.0
Filo-Priori_RandomFixed,T3TC33.10,industry_randomfixed_277builds,7,40,0.4642857142857143,0.0
Filo-Priori_RandomFixed,T3TD33.10,industry_randomfixed_277builds,1,104,1.0,0.0
Filo-Priori_RandomFixed,T3TDC33.16-12,industry_randomfixed_277builds,21,51,0.8988095238095237,0.0
